,paragraph_id,question_id,prediction
301,1231,26433,0.934508204460144
302,1083,31471,0.0
303,904,23898,1.0
304,1601,12218,0.026115186512470245
305,1112,32304,0.0
306,863,20958,0.0
307,858,16572,2.0665396732511e-05
308,677,32259,1.0
309,1148,33194,1.0
310,183,41767,0.034018810838460915
311,846,25655,0.0
312,944,34742,0.5513642430305481
313,1026,2349,0.1123654693365097
314,370,40666,0.010026668198406695
315,1277,37597,0.0
316,51,11606,1.0
317,382,6859,1.0
318,521,19108,0.9997472167015076
319,1317,12500,0.0
320,52,21401,0.9885662198066713
321,111,28664,0.0
322,893,13102,0.2277510017156601
323,1369,12780,0.0
324,1235,42748,0.0
325,624,11868,0.5639915466308594
326,582,10248,0.8875123858451843
327,2,8982,0.0
328,1431,7271,0.0
329,232,38017,0.0
330,498,23857,1.0
331,23,7067,0.9970423579216005
332,1098,20813,0.0
333,386,24737,0.004483729600906372
334,1521,5355,0.0019762725569307804
335,695,15583,1.0
336,82,4023,0.0
337,4,2797,0.0
338,339,3145,0.11391198635101317
339,438,36518,0.0668649971485138
340,969,20079,0.004596391227096318
341,969,20214,0.909842014312744
342,376,17695,0.9836137294769288
343,1266,537,0.0021694719325751066
344,696,14690,1.0
345,826,15759,0.0157283004373312
346,830,42316,0.999455749988556
347,1030,36177,0.0
348,254,7566,0.0
349,1078,40825,0.2703740894794464
350,1379,8965,0.0
351,1012,8025,0.0
352,695,31682,0.5823532938957214
353,14,20418,0.0004021624918095768
354,396,13154,0.0
355,281,4934,1.0
356,1253,20803,0.0
357,136,37552,0.016835244372487068
358,6,38022,0.9287235140800476
359,1191,17004,0.0
360,670,8666,0.9842510223388672
361,823,35396,0.01282669510692358
362,654,33298,0.04319858551025391
363,659,22194,1.0
364,1124,17780,1.0
365,1327,26518,0.0
366,721,2483,1.0
367,1345,42658,0.027429915964603424
368,1353,19027,1.0
369,1556,23016,0.0006517808069474995
370,365,21029,0.0
371,405,32175,0.07257477194070816
372,1078,32265,0.7368727922439575
373,370,26471,0.002644447144120932
374,817,9217,0.9846014976501464
375,823,25407,0.0
376,177,9298,0.9488540291786194
377,717,26621,0.02687638998031616
378,1239,17446,0.00035798928001895547
379,305,7126,0.0
380,1248,33542,0.00829201377928257
381,149,1703,1.0
382,842,28466,0.0
383,1002,31997,1.0
384,1379,6703,0.0
385,1023,24266,0.0
386,448,36218,0.9774487614631652
387,1245,27197,0.0384875014424324
388,1615,12539,1.0
389,420,27763,0.3072111904621124
390,1410,10898,0.0
391,1371,18915,0.025930948555469516
392,770,36448,0.42693862318992615
393,1168,42071,1.0
394,162,15054,0.0
395,567,23240,1.0
396,573,33746,0.7231981754302979
397,374,10879,0.03062786348164082
398,1434,15715,0.0
399,1416,15987,0.9999040365219116
400,990,23001,0.7794316411018372
401,606,28901,0.0028610469307750463
402,1441,10624,4.9504578782944015e-05
403,820,26221,1.0
404,1063,15833,1.0
405,598,22037,0.0002876946236938238
406,1046,26757,0.0
407,1067,30607,0.03520246222615242
408,554,14036,0.02388919144868851
409,38,36907,0.9725931286811828
410,1343,22914,0.0
411,848,25988,1.0
412,15,39283,0.20569640398025515
413,779,9108,0.0
414,779,20017,0.1796405464410782
415,678,32058,0.40895938873291016
416,384,4760,1.0
417,545,7169,0.0
418,1479,20220,0.0
419,1146,34647,0.0
420,1323,10369,1.0
421,155,29810,0.0
422,1153,28148,0.013628050684928894
423,97,40235,0.0
424,999,1236,1.0
425,1297,1400,0.01713994517922401
426,1086,25428,1.0
427,1305,16984,0.6021955609321594
428,1424,17514,0.03522615507245064
429,386,35333,0.0
430,1376,15451,0.7833208441734314
431,837,40849,0.0
432,797,4137,0.0
433,971,31079,0.9286434650421144
434,656,13666,0.2960346043109894
435,306,6,0.0
436,1129,42411,0.010941796004772186
437,644,33585,1.0
438,662,21264,0.0
439,483,30996,0.0
440,100,28969,0.0020631351508200173
441,1523,6091,1.0
442,1389,29905,0.679436445236206
443,647,23165,0.0
444,520,1399,0.04167662560939789
445,937,37766,0.0
446,795,32973,0.001690977020189166
447,848,35140,0.6516228318214417
448,1447,12166,0.0
449,351,41358,0.0
450,1191,19807,0.0
451,1284,483,0.0
452,661,21261,0.0
453,725,37302,1.0
454,1482,14154,0.0
455,70,9147,1.0
456,1582,5247,0.8128913044929504
457,1604,13049,0.0
458,659,40597,1.0
459,353,31053,0.3940532803535461
460,1493,8986,0.0
461,455,8502,0.0
462,1095,34234,1.0
463,273,43160,0.0
464,944,17402,0.005464618559926747
465,1351,2738,0.003410032717511058
466,1353,11411,0.00035107426811009645
467,502,31251,0.8481752276420593
468,1064,11607,1.0
469,597,39466,0.2570768892765045
470,1301,23490,1.0
471,256,18949,0.09188521653413773
472,7,38634,0.0
473,304,37769,1.0
474,1274,42666,0.00026930347667075694
475,56,8953,0.0
476,388,4816,0.0
477,1152,37941,0.0
478,695,2622,0.3763045072555542
479,1331,36858,0.0
480,1506,1232,0.9986287355422974
481,1244,2441,1.0
482,372,3519,0.0
483,664,2501,0.009645729325711729
484,782,33190,1.0
485,833,38252,0.9976529479026794
486,600,11821,0.9887229204177856
487,714,26893,0.0
488,606,37442,0.0
489,162,10791,1.0
490,1516,1935,0.0
491,206,28672,0.9477375745773317
492,554,33413,0.0
493,20,9558,0.5620261430740356
494,64,27581,0.0014776784228160975
495,155,31019,0.037041503936052315
496,915,22259,0.6670949459075928
497,74,21527,0.0
498,747,16405,1.0
499,1541,8860,0.0
500,1035,26542,1.0
501,335,8964,1.0
502,1435,35448,0.0
503,291,40375,0.9752021431922911
504,7,8379,0.9471336007118224
505,317,23325,1.0
506,446,645,0.04943693056702614
507,1234,35088,0.0
508,1029,11739,0.00013759623107034713
509,1220,39242,0.8644328117370605
510,70,2721,0.9692977666854858
511,1150,22020,0.0
512,173,13029,0.0
513,36,5529,0.0
514,64,12678,0.0
515,1614,24970,0.0
516,1071,28774,0.0
517,1609,33182,0.9352043271064758
518,626,9543,1.0
519,423,26755,1.0
520,1368,27967,0.020598325878381733
521,781,20437,0.9925190210342408
522,1318,4235,0.0
523,98,16144,0.9643643498420716
524,1219,18949,0.0178868118673563
525,419,32465,0.0
526,1590,24537,0.00023205362958833575
527,1228,30289,0.6668431162834167
528,177,31237,0.003324751276522875
529,971,36804,0.0
530,1225,2265,0.0
531,1151,21203,0.8056210279464722
532,1471,37234,0.9842901825904846
533,1301,26164,0.0
534,1439,38852,0.01049630902707577
535,387,26069,0.009225059300661087
536,588,2036,0.0
537,42,2180,0.9993403553962708
538,1467,41365,0.0
539,217,37697,0.0011683423072099686
540,873,14178,0.043163705617189414
541,1257,7722,0.8819888234138489
542,18,1935,0.07209613919258118
543,819,34634,0.0
544,1029,20079,0.0012918038992211225
545,1554,17678,0.07499274611473082
546,1104,36239,0.02501702308654785
547,439,16727,0.9849237203598022
548,504,31237,0.0005398921784944832
549,1482,9558,0.5346615910530089
550,1611,24166,0.9980626702308656
551,1039,15222,0.0
552,948,31272,2.5110404749284502e-05
553,568,24374,0.0009978361194953322
554,169,30985,1.0
555,1355,9733,0.0
556,1269,7766,1.0
557,1602,43311,0.0
558,1,30173,0.9087859988212584
559,1314,12117,0.0
560,168,11244,0.10459114611148834
561,422,38043,0.0
562,165,40745,0.0
563,984,36949,0.0
564,50,15126,0.0
565,824,7515,0.0006506466306746006
566,18,29391,0.0033835563808679576
567,713,30489,0.0359683558344841
568,95,16890,0.8429297804832458
569,1620,23679,0.983504831790924
570,787,26301,0.0015526902861893175
571,728,14157,0.8850585818290709
572,405,24830,0.0
573,724,1417,1.0
574,1095,17570,1.0
575,1586,17876,0.0
576,1621,24846,0.0
577,62,41649,0.0
578,950,350,0.0
579,1561,9853,1.0
580,979,21018,0.001702002133242786
581,1352,22825,0.2320675849914551
582,100,39133,0.9807251691818236
583,1106,8089,9.990953003580216e-06
584,1219,6501,0.0
585,1627,8832,0.9822317957878112
586,420,9558,1.0
587,519,31601,1.0
588,419,1286,0.012129422277212143
589,804,42211,0.9876213669776917
590,194,36917,0.06870364397764206
591,993,5464,0.0
592,342,13560,0.8250991106033325
593,452,23548,0.9991218447685242
594,1359,36456,1.0
595,463,24170,0.007243029307574035
596,1312,15971,0.0002615384291857481
597,1436,38160,0.0
598,683,40745,0.0
599,897,4162,1.0
600,97,20928,0.0
601,80,38651,0.0
602,817,15788,0.999891996383667
603,1156,713,0.5045249462127686
604,324,14385,0.0
605,434,5098,0.9305183291435242
606,690,34703,0.0
607,986,24203,1.0
608,1153,1226,0.0
609,228,35255,0.0
610,839,13825,0.0
611,554,15183,0.0
612,888,30362,0.002277054358273745
613,697,25069,0.0
614,806,17656,0.3944412171840668
615,1533,10340,1.0
616,1021,21746,0.07760625332593918
617,969,11739,0.0
618,1284,6111,0.0
619,915,25416,0.0
620,300,33606,0.005541010294109583
621,1289,11956,0.0
622,43,16185,0.0
623,604,24700,0.8581580519676208
624,44,35828,0.0
625,264,22253,0.0
626,1432,29200,1.0
627,1095,29627,0.9995115995407104
628,780,26544,0.9983983635902404
629,498,1063,1.0
630,286,23165,1.0
631,997,8155,0.0006076787831261754
632,835,3287,0.1680735945701599
633,694,9062,1.0
634,353,12174,0.0
635,699,15475,0.0
636,1373,3784,0.9993582367897034
637,1519,42558,0.02017311006784439
638,1264,21002,1.0
639,1233,859,0.0
640,317,16909,1.0
641,582,29874,0.7281672954559326
642,1169,13216,0.0
643,1396,36986,0.956675946712494
644,823,12134,0.0
645,1523,16331,0.11867205798625945
646,520,4775,0.0
647,1418,18315,0.4575413167476654
648,508,36845,0.0
649,1600,352,0.006547854281961918
650,73,415,0.9956587553024292
651,1239,1508,0.9466040134429932
652,1477,27982,0.050730250775814056
653,1041,31884,0.0
654,73,184,0.0
655,1025,43167,0.0
656,322,42687,0.0
657,830,2805,0.0
658,1130,37372,0.5652527213096619
659,723,40771,1.0
660,201,3373,0.01024460792541504
661,122,4245,0.0
662,1625,31339,1.0
663,1070,15454,1.0
664,787,3259,0.0012604683870449662
665,1008,39184,1.0
666,109,41201,0.0
667,477,27456,0.0002584338071756065
668,657,14789,0.0003995601437054575
669,444,38313,0.0
670,1118,21308,0.9977567791938782
671,802,18830,0.0
672,443,17239,0.0743156298995018
673,979,32610,0.00032068294240161777
674,495,16222,0.0
675,1514,2489,0.7831929922103882
676,1106,15597,5.134737875778228e-05
677,101,32236,0.027840914204716682
678,915,17896,0.9972810745239258
679,1510,25630,0.0015460780123248696
680,106,7770,1.0
681,580,39490,0.031425334513187415
682,340,13085,0.9335370659828186
683,171,22478,0.0
684,1583,6054,0.0
685,1097,5705,0.0028579633217304945
686,874,11851,0.0
687,498,20984,0.0019561222288757567
688,1355,20382,0.944884181022644
689,1347,7343,0.9986372590065002
690,120,845,0.2073039710521698
691,561,35710,0.055078454315662384
692,414,6011,0.0
693,589,21030,0.0040011806413531295
694,1538,274,0.16102679073810575
695,277,16339,0.0014770025154575706
696,141,30303,1.0
697,1157,15557,1.0
698,1176,31649,0.0
699,1504,7872,0.0
700,1491,5810,0.0
701,689,18250,0.04819311574101448
702,1429,31584,0.9991458654403688
703,22,25407,0.0
704,650,856,0.0009494735859334467
705,1611,23762,0.8853150606155396
706,567,16952,0.01502453163266182
707,1147,31461,0.0017165475292131305
708,678,8876,0.0
709,80,2074,0.0
710,948,34051,0.08581866323947906
711,1586,23643,0.8671818971633911
712,1187,2848,0.0
713,507,5067,0.0
714,1317,1114,0.0
715,257,43257,1.0
716,1619,8127,0.0055071813985705384
717,1100,26623,0.08207648247480392
718,904,20761,0.0
719,555,15503,0.0015444857999682426
720,706,24291,1.0
721,978,26252,0.0
722,73,41100,0.0
723,1363,14479,0.09482964873313904
724,1222,40622,0.0017676177667453887
725,624,24258,0.9958977103233336
726,152,6013,0.9958836436271667
727,635,42789,0.0015644239028915765
728,889,30414,0.0
729,120,26777,0.0
730,970,25083,1.0
731,501,25256,0.0012146750232204795
732,352,23246,0.0
733,562,31227,0.0
734,340,16107,1.0
735,1080,35223,0.0
736,1556,3074,0.0007817187579348682
737,414,13109,1.0
738,241,43021,0.0
739,1124,16046,0.0
740,369,15667,0.0
741,1081,25238,0.0
742,1506,1732,0.0
743,1287,6369,1.0
744,1277,31989,0.006546629127115011
745,1447,35944,1.0
746,241,16070,0.990788757801056
747,949,36762,0.967751681804657
748,497,6518,0.0
749,1160,17530,1.0
750,1424,6867,0.028351821005344387
751,420,32465,0.0
752,1553,4858,0.11523489654064177
753,1352,2925,0.09814050048589706
754,1,13,0.9979400038719176
755,291,6272,0.000458799593616277
756,1518,26621,0.0
757,346,39694,0.0
758,695,12719,0.1521625965833664
759,1527,184,0.016538357362151146
760,1037,19408,0.9275062680244446
761,1082,23779,0.9994459748268129
762,458,15030,0.0
763,1270,11251,0.9948286414146424
764,267,15114,0.0012951005483046176
765,895,11969,0.0
766,716,34237,0.0
767,845,36237,0.008861788548529148
768,860,4979,0.0
769,1422,27996,0.0
770,875,19443,0.0
771,453,37793,0.0
772,800,1494,0.0001464995875721797
773,1140,21566,0.0
774,700,23131,0.0
775,305,16746,0.0
776,868,6180,0.9886385798454284
777,810,32465,0.0
778,663,36287,0.9978398084640504
779,867,27106,0.03988562524318695
780,1437,10518,0.0016739354468882086
781,38,32692,0.040860146284103394
782,634,34136,1.0
783,597,26629,0.8420560956001282
784,233,40858,0.9293177127838136
785,130,22146,0.3996549546718597
786,1000,36464,0.00013544598186854273
787,932,33117,0.004523793235421182
788,1239,6521,0.0
789,709,17136,0.00018402024579700083
790,243,10769,0.0
791,337,7063,1.0
792,1563,9971,1.0
793,39,17711,0.00011625286424532531
794,1437,21152,0.0
795,1511,1749,0.13148726522922516
796,1519,40601,1.0
797,746,29742,0.0
798,133,22711,1.0
799,481,10326,0.0
800,1304,13445,0.0
801,1021,37360,0.14011818170547485
802,270,42495,1.0
803,284,35216,0.9902775883674622
804,599,4061,0.0
805,1373,5539,1.0
806,1201,22433,0.0
807,1276,2676,0.025076823309063908
808,1479,31601,0.0
809,551,16418,0.0
810,199,19294,0.4417135119438171
811,716,1537,0.0
812,250,1963,0.0
813,1502,11303,0.0
814,1175,13751,0.0
815,916,1379,0.0008069186005741358
816,532,38111,0.007518771104514599
817,773,24789,0.9999412298202516
818,1600,25407,0.0
819,1008,18022,1.0
820,1437,38748,0.0
821,22,21019,0.0
822,1010,15629,0.01616061106324196
823,339,12522,1.0
824,345,41027,0.0
825,359,9779,1.0
826,242,23584,0.004981303121894598
827,100,23906,0.7039309144020081
828,149,34597,0.0
829,810,4543,0.002007707254961133
830,1395,33241,0.10564544051885603
831,1250,16489,0.0
832,322,26290,0.012347440235316752
833,988,27631,0.9058645963668824
834,680,7788,0.99306982755661
835,25,28720,0.0
836,1397,4573,0.0
837,1081,19021,0.9614226818084716
838,747,10495,0.0
839,694,27599,0.00028720655245706434
840,898,38902,0.7849578261375427
841,668,32839,1.0
842,925,24497,0.995422661304474
843,937,14599,0.002491184510290623
844,1598,25321,1.0
845,735,26550,0.976414918899536
846,643,21276,1.4741412996954749e-05
847,647,10488,0.0
848,132,17223,0.0
849,1439,9087,1.0
850,176,23979,0.0
851,616,38407,0.010905577801167963
852,261,39496,1.0
853,497,12948,0.7819291353225708
854,1482,36662,0.034582003951072686
855,992,25150,0.3922499418258667
856,398,22275,0.0
857,798,27066,0.0
858,574,37607,0.6866824626922607
859,1002,36245,0.3023164570331573
860,827,5664,0.0
861,286,20181,0.4531552195549011
862,846,14954,0.0
863,1047,5828,0.0
864,1357,24158,1.0
865,960,4504,0.0
866,455,30358,0.0
867,964,13926,0.9726136326789856
868,143,11322,1.0
869,1301,5644,0.0
870,490,40885,0.0
871,1388,5527,1.0
872,224,15129,0.007227524183690549
873,1535,20866,0.0
874,1130,38634,0.0
875,1224,22462,0.0
876,1345,8402,0.0
877,940,28262,0.0
878,654,12271,0.14688728749752045
879,1571,28286,1.0
880,1535,2961,0.0
881,1297,40343,1.0
882,48,33958,0.0
883,210,42027,1.0
884,532,39797,0.0
885,1245,38717,0.0
886,1612,31297,0.007279178127646445
887,1442,18892,0.0
888,1207,1712,0.9051322340965272
889,1565,34722,0.00016344895993825048
890,1383,15112,0.0
891,1609,29835,0.0
892,371,41474,0.0
893,616,14855,0.0
894,1612,39033,0.009586322121322157
895,224,16777,0.3628766238689423
896,1530,22880,0.0
897,1278,28809,0.0
898,45,3062,0.00042081440915353596
899,254,43074,0.0
900,438,36600,0.8423061966896057
901,633,26739,1.0
902,124,11860,0.0
903,897,40435,0.974614441394806
904,975,30324,1.0
905,867,10488,0.0
906,1140,22565,0.0
907,990,22165,0.2615591883659363
908,1457,14439,1.0
909,340,5111,0.999880075454712
910,969,27599,0.0
911,301,13955,0.0
912,297,24737,0.0004449248081073165
913,623,33298,0.01396126952022314
914,864,41289,0.0
915,839,11515,0.0
916,1200,30252,0.0
917,1262,11672,0.0
918,420,12545,0.764348566532135
919,1295,27946,0.0
920,887,5764,0.06862471252679825
921,80,27294,0.34157517552375793
922,1166,12038,0.9482422471046448
923,367,32997,1.0
924,277,932,1.0
925,1314,19889,0.0
926,312,26793,0.0
927,1080,17096,0.08617950230836867
928,687,19567,0.495821475982666
929,1621,33551,0.01607161946594715
930,442,21802,8.961001003626734e-05
931,657,3435,0.018615372478961945
932,1207,2688,0.0
933,897,35741,0.0
934,706,27062,0.40044352412223816
935,1005,8146,1.0
936,1336,9578,0.9300777316093444
937,104,12742,0.0
938,715,862,0.00013379227311816067
939,989,16242,0.061316654086112976
940,1130,20199,0.8749731183052063
941,1041,9933,1.0
942,170,13917,1.0
943,985,37044,1.0
944,1594,12056,0.0
945,136,17123,0.0014872801257297394
946,837,3264,1.0
947,981,11531,0.0
948,260,5362,0.028183165937662125
949,575,38758,0.9820120334625244
950,838,42089,1.0
951,1331,42836,0.007784206885844469
952,1301,11480,0.0
953,201,38603,0.0
954,792,14274,0.0
955,1137,40400,0.9587310552597046
956,1315,29162,0.0
957,1266,10484,0.9583577513694764
958,1287,16895,0.0
959,756,23016,0.0
960,605,27979,0.043548334389925
961,15,6143,0.1586977392435074
962,346,42128,0.0
963,1064,41971,0.0
964,329,23571,0.0004752060922328383
965,148,31836,0.21271736919879916
966,438,28189,0.005923587363213301
967,844,29616,0.9545667171478271
968,317,1383,0.004551982972770929
969,1553,9992,0.0
970,1190,6399,1.0
971,297,11672,0.0
972,1369,34817,0.0
973,1471,824,0.9910261034965516
974,873,13445,0.0
975,1112,32452,0.5729618072509766
976,921,13488,0.3910436034202576
977,256,27936,1.0
978,449,31930,0.0
979,730,15216,0.9694133400917052
980,430,27722,0.021284991875290867
981,281,15667,0.0
982,386,13429,0.011705182492733002
983,48,9477,0.6800544857978821
984,721,40719,1.0
985,1292,40580,1.0
986,790,13564,0.00848401989787817
987,138,27242,0.9681918621063232
988,846,13129,0.016293350607156754
989,980,36607,0.0390218198299408
990,657,34560,2.1641539206029847e-05
991,618,19132,0.9718351364135742
992,920,34580,0.7804616093635559
993,54,951,0.0
994,49,1175,0.5264736413955688
995,538,23229,0.976794183254242
996,1140,20167,0.10019420087337494
997,1087,19448,0.9646379947662354
998,1582,35134,1.0
999,862,3930,0.7691454291343689
1000,412,12433,0.30192676186561584
1001,925,28400,1.0
1002,500,18643,0.0
1003,1101,33029,0.9889199137687684
1004,1529,23722,0.0
1005,62,31029,0.96363627910614
1006,317,39033,0.0012671677395701408
1007,942,33299,0.01068752445280552
1008,272,18972,0.04761230200529098
1009,1095,42597,0.0
1010,1273,1594,0.9948849081993104
